"logFC","AveExpr","t","P.Value","adj.P.Val","B","protein"
1.95458444688065,0.425875,4.00690445994992,6.17160341713633e-05,0.00740560915107281,1.5194482640783,"p29"
1.93287312511811,0.628416666666667,3.96239617986994,7.44282326740986e-05,0.00740560915107281,1.35701980559588,"p33"
1.8570241868231,-0.541666666666667,3.80690561018811,0.000141086414126394,0.00842138135634616,0.803813469274002,"p9"
1.81527828995547,0.870925,3.72132638611801,0.000198657432263142,0.00842138135634616,0.508786010613673,"p27"
1.80748955090428,-0.247525,3.70535944578377,0.000211592496390607,0.00842138135634616,0.454483756901477,"p25"
1.781269912131,0.140891666666667,3.65160910119946,0.000261188224594304,0.00866274278237776,0.273399267986687,"p34"
1.75440560623324,-0.188291666666667,3.59653718691764,0.000323166357493035,0.00918715787730199,0.0906068312353634,"p23"
1.73151989146378,-1.08005,3.54962139736185,0.000386565563538978,0.00961581839303209,-0.0629230022160279,"p19"
1.70599323448349,0.987625,3.49729166770235,0.000470906685623667,0.01041227004879,-0.231791447330282,"p3"
1.54231619901615,-0.455808333333333,3.16175321376031,0.00157028813588585,0.0312487339041285,-1.25497921797494,"p21"
1.51927140770581,0.437575,3.11451131677941,0.00184479337934692,0.0333739893172761,-1.39075729939103,"p38"
1.49370256804587,-0.181583333333333,3.06209511248972,0.00220050796054015,0.0364917570122908,-1.53901477365835,"p30"
1.46579444905248,0.611666666666667,3.00488337797402,0.00265972868955594,0.040714308401664,-1.69796409190332,"p63"
1.44838110771767,-0.04665,2.96918597172052,0.00298902027161474,0.0424867881465238,-1.79562213581765,"p12"
1.35741597198658,0.637558333333333,2.78270714823323,0.0053951994204738,0.0701065712470934,-2.28680298729094,"p22"
1.35046757325504,0.0784083333333333,2.76846290828169,0.00563670924599746,0.0701065712470934,-2.32301268610522,"p31"
1.331831070485,-0.177483333333333,2.73025801711605,0.00633336163234037,0.0733646862431972,-2.41921416425772,"p36"
1.32430504515175,-0.481658333333333,2.71482964075624,0.00663600177074146,0.0733646862431972,-2.45768451977243,"p14"
1.27757725786827,-0.155833333333333,2.61903752516433,0.00882368907287477,0.092416532921162,-2.69166146163207,"p156"
1.2576518150351,-1.05666666666667,2.57819030268584,0.00993817429370416,0.0988848342223563,-2.78887693283995,"p8"
1.21786357399942,0.670933333333333,2.49662427942506,0.0125452087194326,0.118880787388909,-2.97842989150988,"p10"
1.16552822559621,-0.410016666666667,2.38933664533766,0.0168869454014521,0.152750097040408,-3.21847936476073,"p20"
-1.15490735079913,0.850833333333333,-2.36756381753229,0.0179139716877021,0.154994798515335,-3.26590793158009,"p145"
1.13391379266604,-0.460833333333333,2.32452695522227,0.020106049916588,0.166712663891709,-3.35837947483983,"p91"
1.12386121702118,0.216733333333333,2.30391914252344,0.0212361755249339,0.169039957178474,-3.40205802441717,"p17"
1.06773765913044,1.55583333333333,2.1888656666915,0.0286167616390775,0.219028291006786,-3.63876794558561,"p114"
1.02665853507557,-1.045025,2.10465332905166,0.0353324660312647,0.238425846797317,-3.80434120999527,"p32"
1.02020945941357,0.816666666666667,2.09143270301329,0.0365003865376622,0.238425846797317,-3.82974494093849,"p125"
-1.01784720374222,-0.588333333333333,-2.08659007122003,0.0369363436641012,0.238425846797317,-3.8390101100693,"p198"
1.01715762635454,0.45425,2.08517643533718,0.037064439210226,0.238425846797317,-3.84171070005643,"p4"
1.01488972541352,0.528416666666667,2.08052723104734,0.0374883944518787,0.238425846797317,-3.85057956623618,"p15"
-1.00861081019762,-0.501666666666667,-2.06765543447576,0.0386837464482183,0.238425846797317,-3.87503065146115,"p76"
-1.00422411409533,0.0175000000000001,-2.05866269322849,0.0395379544940274,0.238425846797317,-3.89202309771123,"p86"
0.949075513521834,0.671758333333333,1.94560788306125,0.0517141936651145,0.302680133510523,-4.09932990378392,"p24"
-0.92335594251522,-0.02,-1.89288267902165,0.058386189492758,0.331967191687396,-4.19200858510491,"p72"
-0.913861274812987,-0.8475,-1.87341857941596,0.061023452948792,0.332793379063065,-4.22557851801893,"p197"
0.910864150248377,0.890108333333333,1.86727446433098,0.061876155906198,0.332793379063065,-4.23610328558577,"p11"
0.88243480904929,-0.395791666666667,1.80899422260192,0.070465133165633,0.369014776314762,-4.33421699355405,"p5"
0.874547814224574,0.191666666666667,1.79282585761304,0.0730140909327983,0.372559079375048,-4.36088491818474,"p59"
-0.868486895552108,-0.328333333333333,-1.78040095466302,0.0750237451549302,0.373243132145778,-4.38121572852155,"p99"
-0.858284195172515,-0.151666666666667,-1.75948538577074,0.078508577675956,0.381053828232079,-4.41512044359837,"p42"
0.841464548194127,0.294225,1.7250050548748,0.0845401812417007,0.40055943016901,-4.47013933076912,"p13"
-0.834856922836794,-0.09,-1.71145940144641,0.0870100085977056,0.402674225835894,-4.49145568436537,"p79"
-0.816976080086664,-0.288333333333333,-1.67480361577417,0.0939865522688148,0.425075543215776,-4.54829702594169,"p45"
0.775744900472007,-0.007475,1.59027956374325,0.111785737165865,0.488113484763537,-4.67467624224196,"p18"
0.77349176476433,-1.12918333333333,1.58566062822968,0.11283025275941,0.488113484763537,-4.6813938603976,"p6"
-0.753615724505065,0.1525,-1.54491468118805,0.122380850398809,0.517512264875035,-4.73980688194118,"p139"
-0.748721110224373,1.185,-1.53488070602656,0.124827078964833,0.517512264875035,-4.75395817045612,"p136"
-0.743314404026469,0.336666666666667,-1.52379694077272,0.127573383061904,0.518104147537122,-4.76948283154147,"p80"
-0.727247509999472,0.399166666666667,-1.49085975587029,0.136012222708526,0.5391777139151,-4.8149528824155,"p94"
0.722175241495569,-0.657525,1.48046158897462,0.13876399126929,0.5391777139151,-4.82910128816838,"p7"
0.718308034376842,0.594225,1.47253380182974,0.140890658912489,0.5391777139151,-4.83982180813097,"p35"
-0.707756949808476,0.4375,-1.45090404421974,0.146820408170568,0.546684262436211,-4.86877834480518,"p150"
-0.69780537113267,-1.04083333333333,-1.43050327563526,0.152586399336381,0.546684262436211,-4.89569693334545,"p180"
0.697107883197766,-0.591666666666667,1.42907342310493,0.15299690016348,0.546684262436211,-4.8975693137934,"p159"
0.695678464316825,0.506708333333333,1.42614310975964,0.153840797469487,0.546684262436211,-4.90140068483369,"p26"
0.678646993267997,0.300891666666667,1.39122853883181,0.164169778684349,0.56018575505738,-4.94644624052499,"p16"
0.678604063451773,-0.316633333333333,1.39114053256922,0.164196458492246,0.56018575505738,-4.94655837248532,"p40"
-0.672052488105213,0.035,-1.37770978184482,0.168306500115895,0.56018575505738,-4.96358783207823,"p47"
-0.671116030988682,-1.65833333333333,-1.37579004171655,0.168900227655492,0.56018575505738,-4.96600846310503,"p140"
0.656337876351715,-0.286666666666667,1.34549477674644,0.178478954604278,0.582251015840186,-5.00376132277185,"p82"
-0.628596578521516,-0.445,-1.28862502615674,0.197541619757969,0.633468672165388,-5.07236034830825,"p75"
-0.62440710134151,-0.273333333333333,-1.28003658434026,0.200545358524721,0.633468672165388,-5.08246269741881,"p122"
-0.605900724187279,-0.22,-1.24209845110936,0.21421308012665,0.649045477595631,-5.12627997511739,"p83"
0.605897537360574,0.910833333333333,1.24209191810427,0.214215490198753,0.649045477595631,-5.1262874070022,"p192"
0.604517082093133,0.16,1.23926198032558,0.215261314177446,0.649045477595631,-5.12950304162154,"p52"
0.590481501514375,-0.2775,1.21048899458492,0.22610392261675,0.671562397025871,-5.16178114210652,"p119"
0.571713398885324,0.535,1.17201432328118,0.241203613491888,0.705875280660084,-5.20375796181029,"p69"
-0.546410565025503,-1.2225,-1.12014343174508,0.262664503586562,0.74896737174052,-5.25820438021525,"p112"
-0.527886939277245,0.305,-1.08216993884044,0.279188525844762,0.74896737174052,-5.2965010280916,"p172"
-0.524357362582956,-0.380833333333333,-1.07493429516147,0.282415578553456,0.74896737174052,-5.30364844973053,"p187"
-0.522938249686092,0.0758333333333334,-1.072025109117,0.283720158245522,0.74896737174052,-5.30650864989868,"p50"
-0.516933628557593,-0.695,-1.05971561631483,0.289285278499241,0.74896737174052,-5.3185250848685,"p178"
0.516096495361939,-0.835,1.05799949054673,0.290066939929969,0.74896737174052,-5.32018933173037,"p189"
-0.513861230246583,0.985833333333333,-1.05341718980542,0.292161048626748,0.74896737174052,-5.32461989187845,"p117"
-0.508494518111738,-0.736666666666667,-1.04241541251066,0.297230232099117,0.74896737174052,-5.33517883719907,"p152"
-0.499774602345113,0.224166666666667,-1.02453955688752,0.305591421290971,0.74896737174052,-5.35209878244012,"p58"
0.497020824251615,-0.146666666666667,1.01889430285812,0.308264014237355,0.74896737174052,-5.35738135139084,"p176"
0.494126686305365,-0.269166666666667,1.01296131067503,0.311089444565494,0.74896737174052,-5.3629017154397,"p101"
-0.492635441528177,0.779166666666667,-1.00990425404177,0.31255193543085,0.74896737174052,-5.36573357430655,"p181"
-0.492630637852348,0.5225,-1.00989440649073,0.312556653789909,0.74896737174052,-5.36574268260851,"p107"
0.489149870690401,-0.058275,1.00275882251148,0.315987936309002,0.74896737174052,-5.37231925455723,"p28"
0.484524543261201,-1.28166666666667,0.993276886269553,0.320585632337497,0.74896737174052,-5.38098620746503,"p57"
-0.475425104905301,0.204166666666667,-0.974623008106609,0.3297576884035,0.74896737174052,-5.39779642129786,"p137"
-0.474155293685105,0.333333333333333,-0.972019890983878,0.331051016636507,0.74896737174052,-5.40011691876319,"p77"
0.472854020349935,-0.131666666666667,0.969352276423338,0.332379789079278,0.74896737174052,-5.40248847254455,"p85"
0.471225959155793,0.44,0.966014745691272,0.334047100106835,0.74896737174052,-5.40544641492298,"p147"
-0.470999374508873,0.425833333333333,-0.965550246429678,0.334279574181146,0.74896737174052,-5.40585727642845,"p157"
0.470331605063057,-0.561666666666667,0.964181316898427,0.334965306959328,0.74896737174052,-5.40706698036077,"p169"
0.455010426452527,-0.0841583333333334,0.932772851020069,0.350947188483052,0.775983227868081,-5.43435076807836,"p37"
-0.443351815890815,1.09916666666667,-0.908872661529102,0.363427001215718,0.794746958702504,-5.45450695990877,"p155"
0.437307270884969,-0.764166666666667,0.896481324648803,0.370005262803006,0.800337470628241,-5.46475124445619,"p93"
0.427972958926676,-0.8775,0.877345954838643,0.380308049354576,0.801747445914605,-5.48029476133043,"p170"
-0.426223239286113,-0.224166666666667,-0.873759023896557,0.382258748702058,0.801747445914605,-5.48317107534843,"p84"
0.421276191724381,-1.08333333333333,0.863617560338756,0.387807144653123,0.801747445914605,-5.491239629126,"p177"
0.421041834756564,-0.0625,0.863137127794095,0.388071201374283,0.801747445914605,-5.49161952463752,"p190"
0.415627020523475,-0.651666666666667,0.852036741041816,0.394202694493744,0.801747445914605,-5.50033813685054,"p100"
0.41286520885829,0.09085,0.846375018164388,0.397352497837144,0.801747445914605,-5.50474158306391,"p39"
-0.411548700421869,0.326666666666667,-0.843676171596835,0.398859282138422,0.801747445914605,-5.50683029791111,"p165"
-0.39650490267548,0.715833333333333,-0.812836337390238,0.416320428665573,0.818222353905592,-5.53022447935815,"p56"
0.391831764616443,1.09416666666667,0.803256389201967,0.421834974668656,0.818222353905592,-5.53731422306113,"p168"
0.390881384490544,0.0716666666666666,0.801308106859299,0.42296169120419,0.818222353905592,-5.53874578509662,"p118"
0.390426143749232,-0.200833333333333,0.800374861862069,0.423502022373246,0.818222353905592,-5.53943028489998,"p174"
-0.380792080061518,-0.443333333333333,-0.780625000033714,0.435031228596068,0.82742980930612,-5.55372899934899,"p46"
0.3793408678026,-1.27166666666667,0.777650010192845,0.436783479447529,0.82742980930612,-5.55585190499776,"p175"
0.376075119459816,0.7225,0.770955215490749,0.440741506464566,0.82742980930612,-5.56059955924853,"p60"
-0.356403273687681,-0.84,-0.730627867810474,0.465014030550535,0.864839178313611,-5.5883295756231,"p49"
0.348243856983172,-1.05583333333333,0.713901037083839,0.475295720555965,0.875776373987381,-5.59939431013745,"p130"
0.336051987961328,0.131666666666667,0.688907666018846,0.490888420148185,0.8820530961983,-5.61544983059301,"p195"
0.335594998154943,0.04,0.687970835432539,0.491478181400725,0.8820530961983,-5.61604051809228,"p199"
0.335191314341764,0.506666666666667,0.687143282305316,0.49199946571865,0.8820530961983,-5.61656163567248,"p123"
0.322180247689341,-1.099225,0.66047055343883,0.508958615194549,0.899926948143272,-5.6330217941049,"p2"
0.3068077338547,0.473333333333333,0.628956850184429,0.529383638630998,0.899926948143272,-5.65162969724066,"p113"
-0.300809284845745,-0.575833333333333,-0.616660010247366,0.537465191357799,0.899926948143272,-5.65864391262843,"p127"
0.298131234320893,0.2375,0.611169997979477,0.541093166851758,0.899926948143272,-5.66173074224103,"p111"
0.296046611233887,0.125,0.606896513885213,0.543925665333818,0.899926948143272,-5.66411445650261,"p66"
0.295962670005527,0.78,0.606724434094633,0.544039875440997,0.899926948143272,-5.6642100908795,"p97"
-0.29524698252892,-0.390833333333333,-0.605257272444737,0.545014121080863,0.899926948143272,-5.66502437343469,"p95"
-0.293782950641662,-0.6075,-0.602256002324162,0.547009762182896,0.899926948143272,-5.66668395307416,"p90"
-0.292908373694235,-0.639166666666667,-0.600463116743389,0.548203632898753,0.899926948143272,-5.66767140938297,"p73"
0.286085536652471,0.0525,0.586476278663415,0.557561333151563,0.899926948143272,-5.67527378269189,"p61"
0.282042693389588,-0.379166666666667,0.578188436852959,0.563142643847365,0.899926948143272,-5.67969399847632,"p173"
0.28076126330238,-0.416666666666667,0.575561501015143,0.564917318377419,0.899926948143272,-5.68108191151468,"p70"
0.279195680053026,-0.299166666666667,0.572352050272675,0.56708916525018,0.899926948143272,-5.6827690121816,"p65"
-0.278344222044053,0.0725,-0.570606558590769,0.568272023202508,0.899926948143272,-5.68368259807756,"p120"
0.27724344008794,-0.9225,0.568349952008014,0.56980299229172,0.899926948143272,-5.6848595645507,"p171"
-0.271289355774066,-0.229166666666667,-0.556144059839857,0.578117862207986,0.903679643468403,-5.69114489008023,"p184"
0.269048963329895,0.369166666666667,0.551551248057837,0.581261278210832,0.903679643468403,-5.69347459042338,"p41"
-0.261662887888605,-1.08833333333333,-0.536409769430776,0.591680640715971,0.910821427723595,-5.70101826112129,"p200"
-0.258955103849655,0.0883333333333333,-0.530858803362482,0.595521824244478,0.910821427723595,-5.70373122113919,"p153"
-0.25609880900754,0.328333333333333,-0.525003389665688,0.599585964983874,0.910821427723595,-5.70656239098041,"p160"
-0.238511257276985,0.209166666666667,-0.488948851535486,0.624882635725421,0.936495135650338,-5.72330328070361,"p55"
0.235101787659277,1.47333333333333,0.481959427753329,0.629839417760441,0.936495135650338,-5.7264108489669,"p67"
-0.234576378220831,-0.985,-0.480882336699234,0.630604764709273,0.936495135650338,-5.726885755822,"p108"
-0.208863272412676,-0.323333333333333,-0.428170386337466,0.668531139601526,0.960308085293007,-5.7488289202396,"p188"
0.208395958795132,0.441666666666667,0.427212391904776,0.669228690816635,0.960308085293007,-5.74920417359738,"p158"
0.1968763042128,-0.110833333333333,0.403597062622536,0.686512850009496,0.960308085293007,-5.75818872784607,"p64"
0.194987792497952,0.0733333333333333,0.3997256074777,0.689362392248292,0.960308085293007,-5.75961290939372,"p132"
0.192707838127945,-0.6125,0.395051693619313,0.692808452392737,0.960308085293007,-5.76131399926501,"p133"
-0.191143348705254,0.215833333333333,-0.391844485225054,0.695176804304768,0.960308085293007,-5.7624697008687,"p151"
0.189596579491662,-0.733333333333333,0.388673603316961,0.697521259066602,0.960308085293007,-5.76360305110624,"p134"
-0.188540921006165,-0.1375,-0.386509499995422,0.699122993237698,0.960308085293007,-5.76437126717849,"p71"
0.183581999075796,-0.3675,0.376343693943374,0.706664919265951,0.960308085293007,-5.76792253877855,"p102"
0.182963548216874,-0.261666666666667,0.375075867675326,0.70760755023759,0.960308085293007,-5.76835879671632,"p149"
-0.180479226529207,-0.19,-0.369983000152436,0.711398610742497,0.960308085293007,-5.77009641375719,"p105"
0.17985929693201,0.483333333333333,0.368712142466123,0.712345737796116,0.960308085293007,-5.77052630961723,"p87"
0.174927438307758,0.414166666666667,0.358601816279453,0.719896324779605,0.960308085293007,-5.77389365907959,"p185"
0.173003312386146,-0.14,0.35465735189516,0.722849601423795,0.960308085293007,-5.77518201691008,"p138"
-0.170013522189025,-0.709166666666667,-0.348528272287329,0.727446719214226,0.960308085293007,-5.77715564967023,"p194"
0.164849740710229,-0.125,0.337942503496109,0.735409643707904,0.960308085293007,-5.78048336032346,"p116"
0.164374825200507,0.0341666666666667,0.336968925159782,0.736143442845143,0.960308085293007,-5.78078425796488,"p146"
-0.163778919161293,0.0108333333333334,-0.335747315845308,0.737064526816118,0.960308085293007,-5.78116058493837,"p164"
-0.161756245643667,0.345,-0.331600828569338,0.740193756968096,0.960308085293007,-5.78242775205369,"p191"
-0.155911408472038,-0.799166666666667,-0.319618893397359,0.749260193384466,0.960308085293007,-5.78600093793802,"p142"
-0.154823915160647,-0.450833333333333,-0.317389528579414,0.750950972710845,0.960308085293007,-5.78665125839691,"p121"
-0.152577085962354,0.78,-0.312783521430552,0.754448010785981,0.960308085293007,-5.78798044370881,"p88"
-0.13772161688647,0.485,-0.282329761609735,0.777693242527281,0.960308085293007,-5.79627974749631,"p128"
-0.129666395863752,-0.75,-0.265816532368951,0.790382925666489,0.960308085293007,-5.80042479576007,"p196"
-0.126371825725754,-0.0591666666666666,-0.259062652893123,0.79558925049113,0.960308085293007,-5.80204815170778,"p148"
-0.125400286839985,0.160833333333333,-0.257070995024048,0.797126299274258,0.960308085293007,-5.80251888835388,"p53"
0.120112062636187,-0.856666666666667,0.246230118242679,0.805506329858863,0.960308085293007,-5.80501746915655,"p96"
0.119302399428771,0.358333333333333,0.244570306039614,0.806791370140426,0.960308085293007,-5.80539051738534,"p161"
-0.1189936558429,-0.4225,-0.243937380686513,0.807281523762089,0.960308085293007,-5.80553210491156,"p167"
-0.11861157188023,0.2925,-0.24315410732294,0.80788821550709,0.960308085293007,-5.80570681782176,"p129"
0.118532187594417,0.32,0.24299136927937,0.8080142802992,0.960308085293007,-5.80574304682949,"p81"
0.115518551663802,-1.53,0.236813405840484,0.812803689172436,0.960308085293007,-5.80710045668875,"p154"
-0.112610123746273,0.355833333333333,-0.230851119169887,0.817432548019944,0.960308085293007,-5.80837733167834,"p135"
-0.11127681070099,-0.413333333333333,-0.228117823099626,0.819556700465656,0.960308085293007,-5.80895180660061,"p131"
-0.110486319543993,-0.455,-0.226497313662146,0.820816688993811,0.960308085293007,-5.80928916890617,"p143"
-0.108362751102591,0.808333333333333,-0.222143991464969,0.824203792711936,0.960308085293007,-5.81018354702634,"p109"
0.106812394462927,-0.6975,0.218965755321784,0.826678693539963,0.960308085293007,-5.81082554538222,"p68"
-0.104724111418737,-0.535,-0.214684768303415,0.830015028494458,0.960308085293007,-5.81167567448857,"p89"
